,date_live_nk,category_sk,listing_sk,user_sk_encrypted,replies,successful_replies,average_conversation_length,first_reply_date,last_reply_date
964,2017-08-13,olx|mea|za|853|856,olx|mea|za|1050944485,0257ebb082548bd69d1cb5d8bd27363a,1.0,0.0,1.0,2017-09-18,2017-09-18
965,2017-09-13,olx|mea|za|362|378,olx|mea|za|1051372817,2adc7b2b594eae7e7df2206af5c6538a,4.0,3.0,1.0,2017-09-14,2017-09-20
966,2017-09-15,olx|mea|za|800|805,olx|mea|za|1051419014,b04adbaa5e2acfdee0fd8c6ac14715bc,1.0,1.0,2.0,2017-09-16,2017-09-16
967,2017-07-07,olx|mea|za|800|805,olx|mea|za|1050411480,63b98cca931adbb1b6ac2e31a1cef630,1.0,1.0,4.0,2017-09-19,2017-09-19
968,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051430784,fd88705182cad78c225695be2d75ec71,1.0,1.0,10.0,2017-09-17,2017-09-17
969,2017-09-04,olx|mea|za|362|376,olx|mea|za|1051239833,022b7b2cbafc9a18b92de58fc7f4a16f,2.0,1.0,1.0,2017-09-16,2017-09-21
970,2017-08-17,olx|mea|za|600|887,olx|mea|za|1051003982,99d51b5ae43ded886b4e00301bec9576,1.0,1.0,2.0,2017-09-18,2017-09-18
971,2017-09-11,olx|mea|za|881|883,olx|mea|za|1051344921,1a9a4b7c13078e1817a2debe0a7140df,2.0,1.0,2.0,2017-09-14,2017-09-19
972,2017-09-17,olx|mea|za|821|822,olx|mea|za|1051432721,62f719ff3b5fde798d6d87e4a40fe210,3.0,3.0,6.0,2017-09-17,2017-09-19
973,2017-07-25,olx|mea|za|185|243,olx|mea|za|1050687335,f95f14145c3121a8cecf2e373e1ddf38,1.0,0.0,1.0,2017-09-17,2017-09-17
974,2017-07-11,olx|mea|za|362|377,olx|mea|za|1050483030,addd1bfa86247ae66f6993f6fe7863e1,1.0,1.0,4.0,2017-09-16,2017-09-16
975,2017-09-10,olx|mea|za|185|820,olx|mea|za|1051325009,6e834a183358b90442b01e1ead5da51e,1.0,1.0,1.0,2017-09-17,2017-09-17
976,2017-09-14,olx|mea|za|815|819,olx|mea|za|1051402168,a2b0984f5cf08f982cb986528ce448bf,3.0,0.0,1.0,2017-09-14,2017-09-18
977,2017-09-07,olx|mea|za|362|378,olx|mea|za|1051276780,93b9a5374f815cc5e2ad35e3fa2783ef,1.0,1.0,1.0,2017-09-16,2017-09-16
978,2017-08-28,olx|mea|za|362|378,olx|mea|za|1051150526,339b9014d22e8542ff70ccd01454c39a,1.0,1.0,2.0,2017-09-16,2017-09-16
979,2017-09-04,olx|mea|za|362|378,olx|mea|za|1051235504,8550799d806f0c9d9d89be9070513918,4.0,4.0,2.0,2017-09-18,2017-09-20
980,2017-09-01,olx|mea|za|16|301,olx|mea|za|1051205560,04d9c556f902d1adfa157cb6b97751b7,1.0,0.0,1.0,2017-09-15,2017-09-15
981,2017-09-16,olx|mea|za|362|416,olx|mea|za|1051429560,f1f858ec214f76591e335e4544f92af9,2.0,0.0,1.0,2017-09-16,2017-09-16
982,2017-09-15,olx|mea|za|800|870,olx|mea|za|1051413814,10bf31409fe0d9dc944042bc5f0fd796,2.0,1.0,1.0,2017-09-18,2017-09-19
983,2017-09-12,olx|mea|za|800|801,olx|mea|za|1051362052,e50367cfdb004fff159b8a42511b3356,4.0,1.0,3.0,2017-09-14,2017-09-14
984,2017-09-08,olx|mea|za|362|416,olx|mea|za|1051290748,86c888ed5c0fa99cc66f232698f75d3b,2.0,1.0,6.0,2017-09-14,2017-09-14
985,2017-09-17,olx|mea|za|806|807,olx|mea|za|1051435348,085cf55abf53c46d79c90406ffbc7d39,3.0,3.0,3.0,2017-09-18,2017-09-20
986,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051418381,c16cb19fc23bb0172ed95e1aa61bece9,3.0,0.0,1.0,2017-09-17,2017-09-18
987,2017-09-11,olx|mea|za|362|379,olx|mea|za|1051337391,f234031035fe246d02933ff7a4561eef,2.0,2.0,2.0,2017-09-15,2017-09-18
988,2017-09-14,olx|mea|za|800|870,olx|mea|za|1051401844,08717210a519ec37848fc32f61cffae6,1.0,1.0,5.0,2017-09-17,2017-09-17
989,2017-09-16,olx|mea|za|853|856,olx|mea|za|1051425480,4ebd1e796bac6c191fe4d4036f130e57,2.0,2.0,3.0,2017-09-16,2017-09-19
990,2017-09-16,olx|mea|za|800|801,olx|mea|za|1051428836,aebcd1fa87f743e479e4c1012eab4818,1.0,1.0,3.0,2017-09-19,2017-09-19
991,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051436442,f1a02ef994103ec59fc18a533cc4468a,1.0,1.0,2.0,2017-09-18,2017-09-18
992,2017-07-19,olx|mea|za|800|802,olx|mea|za|1050607964,3119e1a990ba0900252fced1718a4e82,1.0,0.0,3.0,2017-09-16,2017-09-16
993,2017-09-19,olx|mea|za|806|807,olx|mea|za|1051462742,c4c8830ef3e5f37b9ca5d76b40feb6ab,1.0,1.0,2.0,2017-09-20,2017-09-20
994,2017-07-15,olx|mea|za|800|912,olx|mea|za|1050552372,7808a35a566c88520343ecc6851aa587,2.0,2.0,3.0,2017-09-18,2017-09-21
995,2017-09-13,olx|mea|za|806|807,olx|mea|za|1051380740,347ebd814090168853a20e35986c3d49,2.0,2.0,2.0,2017-09-18,2017-09-18
996,2017-09-20,olx|mea|za|362|378,olx|mea|za|1051482520,d962b7dcd0baccfa51eb547f7d25008a,1.0,0.0,1.0,2017-09-20,2017-09-20
997,2017-09-14,olx|mea|za|800|801,olx|mea|za|1051404686,af8752f59a2db5b0a4fef114c89dfd62,2.0,2.0,6.0,2017-09-16,2017-09-16
998,2017-09-13,olx|mea|za|800|803,olx|mea|za|1051379750,3dd0bae9df71e9512f23078a9f42d1fc,1.0,1.0,2.0,2017-09-14,2017-09-14
999,2017-09-21,olx|mea|za|600|887,olx|mea|za|1051502286,c665f7b0fd61f905c781e770cb1cfa89,1.0,0.0,1.0,2017-09-21,2017-09-21
1000,2017-09-13,olx|mea|za|800|805,olx|mea|za|1051368736,271037abe2575161d3833a6f749a1e4c,1.0,1.0,1.0,2017-09-20,2017-09-20
1001,2017-08-10,olx|mea|za|362|377,olx|mea|za|1050903387,25b1d7b23e7dd03eff2420d456f19fd6,1.0,0.0,2.0,2017-09-15,2017-09-15
1002,2017-09-17,olx|mea|za|800|804,olx|mea|za|1051436418,2feb71df2c6209a23aa44e27fd029b90,2.0,0.0,2.0,2017-09-18,2017-09-19
1003,2017-09-10,olx|mea|za|800|801,olx|mea|za|1051325255,c288f1838f79eee22d51df0c1094d897,1.0,1.0,3.0,2017-09-15,2017-09-15
1004,2017-09-19,olx|mea|za|800|801,olx|mea|za|1051465547,6e23042d26c0c8bfb970cd05d4ce2239,3.0,2.0,6.0,2017-09-19,2017-09-20
1005,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051433476,bb5cc8939572eb01ab2c979614d5f0d6,7.0,5.0,1.0,2017-09-17,2017-09-21
1006,2017-07-11,olx|mea|za|806|807,olx|mea|za|1050487435,20133090721d5bbd977df50bb85ca108,1.0,0.0,1.0,2017-09-17,2017-09-17
1007,2017-08-08,olx|mea|za|362|377,olx|mea|za|1050888378,dc40822fbf89f8fc7af851458f073974,1.0,0.0,1.0,2017-09-18,2017-09-18
1008,2017-09-13,olx|mea|za|800|802,olx|mea|za|1051364819,8fea70a02f76bd3a0ca23ac2af79d997,1.0,0.0,1.0,2017-09-18,2017-09-18
1009,2017-09-06,olx|mea|za|800|801,olx|mea|za|1051259774,da29ec691df2747f5719ce8dcb0f0767,1.0,0.0,1.0,2017-09-17,2017-09-17
1010,2017-07-31,olx|mea|za|362|379,olx|mea|za|1050778253,b2a8eee5945a1f1a940e4c1d296a64ad,1.0,0.0,1.0,2017-09-14,2017-09-14
1011,2017-09-21,olx|mea|za|800|801,olx|mea|za|1051497235,80929db7a7bc5952ec4eba996b55d8e7,1.0,0.0,1.0,2017-09-21,2017-09-21
1012,2017-08-10,olx|mea|za|800|801,olx|mea|za|1050913071,b5c879a21bb2f4535294df422ba37c46,1.0,0.0,1.0,2017-09-21,2017-09-21
1013,2017-09-17,olx|mea|za|600|602,olx|mea|za|1051431113,e1b16f62b5ea0cf63f6613e7fb73dc62,1.0,1.0,7.0,2017-09-18,2017-09-18
1014,2017-08-01,olx|mea|za|362|377,olx|mea|za|1050788510,82f60ac68804cca2f94562dce9a1fcdf,1.0,0.0,1.0,2017-09-20,2017-09-20
1015,2017-08-26,olx|mea|za|811|814,olx|mea|za|1051126765,7da0344dc7afeb5aa4172091902d4e07,3.0,3.0,8.0,2017-09-17,2017-09-21
1016,2017-08-31,olx|mea|za|800|912,olx|mea|za|1051188781,471b951eabd96d93d847dd472fbec0f6,2.0,0.0,1.0,2017-09-15,2017-09-16
1017,2017-08-07,olx|mea|za|806|910,olx|mea|za|1050867645,2eb9f3ed66bd58ed98a8e93008e5d003,3.0,0.0,1.0,2017-09-18,2017-09-21
1018,2017-09-18,olx|mea|za|185|211,olx|mea|za|1051444803,d26296fb19a519c2dad688e10e5a9323,2.0,1.0,2.0,2017-09-18,2017-09-21
1019,2017-08-19,olx|mea|za|362|378,olx|mea|za|1051028541,ee921a3752cddeeeca9d9d57323c076e,1.0,1.0,2.0,2017-09-14,2017-09-14
1020,2017-09-14,olx|mea|za|800|803,olx|mea|za|1051397902,12d24e3b5af6462de0cdf5ea917126fe,2.0,0.0,1.0,2017-09-16,2017-09-18
1021,2017-07-24,olx|mea|za|191|633,olx|mea|za|1050671282,25ef7ead023faf296140b9303875e5f6,1.0,0.0,1.0,2017-09-19,2017-09-19
1022,2017-09-13,olx|mea|za|815|817,olx|mea|za|1051372013,13cc3e3a864d9b2aea8a331949ba79fe,1.0,1.0,20.0,2017-09-14,2017-09-14
1023,2017-08-02,olx|mea|za|800|803,olx|mea|za|1050805023,d640c89aeed635b8d7ead5a1d8e1726e,1.0,0.0,1.0,2017-09-20,2017-09-20
1024,2017-08-29,olx|mea|za|800|801,olx|mea|za|1051162886,46b9c02c16e4d295c6050b7f5e2eead8,2.0,0.0,1.0,2017-09-15,2017-09-21
1025,2017-08-06,olx|mea|za|800|803,olx|mea|za|1050855307,26fc24ad6c4f4ce2ed8a63d5552a2789,2.0,0.0,1.0,2017-09-16,2017-09-19
1026,2017-09-17,olx|mea|za|800|802,olx|mea|za|1051430099,42aca8dd832766daf5fd6f22374fd92a,7.0,7.0,3.0,2017-09-17,2017-09-21
1027,2017-08-04,olx|mea|za|362|378,olx|mea|za|1050838309,5cc58e1694b0fd4fdb31336eed14fdb8,1.0,1.0,1.0,2017-09-20,2017-09-20
1028,2017-09-11,olx|mea|za|362|377,olx|mea|za|1051333403,9938c21859b97497550af1919f30280a,1.0,0.0,1.0,2017-09-16,2017-09-16
1029,2017-08-25,olx|mea|za|815|819,olx|mea|za|1051111046,e7a58ae944aad0d2c4af464fc418e4ed,1.0,0.0,1.0,2017-09-20,2017-09-20
1030,2017-09-14,olx|mea|za|800|801,olx|mea|za|1051396325,2474048049529313b64c42935709f06f,2.0,2.0,2.0,2017-09-14,2017-09-14
1031,2017-09-15,olx|mea|za|806|910,olx|mea|za|1051420370,78567960027ff9af8aefabc6f327533d,2.0,2.0,3.0,2017-09-16,2017-09-17
1032,2017-08-01,olx|mea|za|600|604,olx|mea|za|1050781966,4bc57629e2f5c52e6f9d94cec288b143,2.0,2.0,1.0,2017-09-15,2017-09-18
1033,2017-08-02,olx|mea|za|800|801,olx|mea|za|1050802599,49d7215305e7dc5ebe078bfa4fc5eb0b,1.0,0.0,1.0,2017-09-19,2017-09-19
1034,2017-08-28,olx|mea|za|362|378,olx|mea|za|1051154197,a71d612f36b40a44a870fa724a26caec,2.0,2.0,4.0,2017-09-18,2017-09-20
1035,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051436924,f0cf5791c6bfe6aebc35b0eab79ae3c2,2.0,2.0,2.0,2017-09-17,2017-09-18
1036,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051412124,a21c2a69e3b1f4baec2f70ceecc66b7a,3.0,1.0,4.0,2017-09-17,2017-09-21
1037,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051417729,e593cfeb2a52fed7b09e4cfcc3c08480,1.0,1.0,1.0,2017-09-21,2017-09-21
1038,2017-09-11,olx|mea|za|362|417,olx|mea|za|1051345527,cac8bd4127a473a874798d913aa69b25,2.0,2.0,3.0,2017-09-17,2017-09-17
1039,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051437118,48240c2831214f9339e568be60cb2f23,3.0,2.0,4.0,2017-09-17,2017-09-19
1040,2017-07-08,olx|mea|za|362|378,olx|mea|za|1050433621,a06839b9d1ef4a6b0fefac46a74d7e5e,1.0,0.0,1.0,2017-09-14,2017-09-14
1041,2017-09-05,olx|mea|za|881|883,olx|mea|za|1051243969,295530ad9ede48fd0200d3fb6314c88a,2.0,0.0,1.0,2017-09-15,2017-09-19
1042,2017-09-10,olx|mea|za|806|808,olx|mea|za|1051326579,1f99cb9676e1a1e4fb7090cd4fc08f08,1.0,1.0,4.0,2017-09-19,2017-09-19
1043,2017-07-19,olx|mea|za|362|378,olx|mea|za|1050614881,0bc0a7fc925b4f438fe6aded56c43392,2.0,0.0,1.0,2017-09-14,2017-09-15
1044,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051402627,db4cf02d3f4dd776ff36b7dd8a0d8f58,1.0,0.0,2.0,2017-09-16,2017-09-16
1045,2017-09-17,olx|mea|za|800|803,olx|mea|za|1051430583,ff8ee248e36a14b692eadcb2340d1116,1.0,1.0,2.0,2017-09-17,2017-09-17
1046,2017-09-13,olx|mea|za|362|378,olx|mea|za|1051364285,d551a71e6b6791b45208e185e2cc2252,1.0,0.0,1.0,2017-09-14,2017-09-14
1047,2017-07-27,olx|mea|za|800|801,olx|mea|za|1050720084,79bb7429cee4f8a33fad1dc183df8994,1.0,0.0,1.0,2017-09-17,2017-09-17
1048,2017-08-18,olx|mea|za|881|882,olx|mea|za|1051025166,4e1ab5f73e1b0e45ec921431cbd7f4c5,2.0,0.0,1.0,2017-09-14,2017-09-15
1049,2017-09-18,olx|mea|za|800|805,olx|mea|za|1051445166,aca66236c29a83f7d9c362af31156e01,1.0,0.0,1.0,2017-09-21,2017-09-21
1050,2017-09-17,olx|mea|za|800|805,olx|mea|za|1051437230,6f3a6602a9cb3a9b585d559a4cfcb6cd,1.0,1.0,2.0,2017-09-17,2017-09-17
1051,2017-08-31,olx|mea|za|811|812,olx|mea|za|1051188163,dadbb8cfab342a1f9ed31be51aa3411f,1.0,0.0,1.0,2017-09-18,2017-09-18
1052,2017-08-29,olx|mea|za|5170|5172,olx|mea|za|1051163530,295cd818216656c7ea4aaa7676f46dab,1.0,1.0,5.0,2017-09-15,2017-09-15
1053,2017-09-19,olx|mea|za|362|378,olx|mea|za|1051474718,2e405013dbed1138625ebe21fb429a4a,4.0,4.0,13.0,2017-09-19,2017-09-20
1054,2017-09-04,olx|mea|za|800|801,olx|mea|za|1051230716,fdb380544ef336c1c0f3facd980be6ef,1.0,0.0,1.0,2017-09-19,2017-09-19
1055,2017-09-18,olx|mea|za|362|378,olx|mea|za|1051455642,70b21ffbf5ce0af1d8627d646494f359,6.0,5.0,2.0,2017-09-19,2017-09-19
1056,2017-07-17,olx|mea|za|362|377,olx|mea|za|1050580176,3b0a66f3560fe4c41c7787ea240d6b6e,1.0,0.0,2.0,2017-09-20,2017-09-20
1057,2017-07-14,olx|mea|za|806|807,olx|mea|za|1050534931,6daaf40a62f91382fabe75822a8366c2,1.0,0.0,1.0,2017-09-21,2017-09-21
1058,2017-09-06,olx|mea|za|362|379,olx|mea|za|1051273368,977de50515d208d1f4e987dbb25b13b0,2.0,0.0,2.0,2017-09-14,2017-09-18
1059,2017-09-10,olx|mea|za|800|805,olx|mea|za|1051319549,fea6f210e67c0708d4df56d0d345330f,2.0,2.0,2.0,2017-09-19,2017-09-19
1060,2017-09-17,olx|mea|za|191|647,olx|mea|za|1051433869,7b4c2db990c155cf8f93efa3432a3915,1.0,1.0,1.0,2017-09-18,2017-09-18
1061,2017-08-29,olx|mea|za|800|805,olx|mea|za|1051168316,73dc7277cc603abc99958650c45ef359,2.0,1.0,2.0,2017-09-14,2017-09-19
1062,2017-08-22,olx|mea|za|815|817,olx|mea|za|1051072351,c5b22a3295511029630413bfc8284cac,1.0,1.0,2.0,2017-09-14,2017-09-14
1063,2017-07-15,olx|mea|za|811|812,olx|mea|za|1050548440,7d6d75103c8d6bdf80c8835b2bd79b39,3.0,0.0,1.0,2017-09-16,2017-09-19
1064,2017-07-30,olx|mea|za|362|378,olx|mea|za|1050758217,f03a531b1494d27a1bdaca13904be990,1.0,0.0,1.0,2017-09-19,2017-09-19
1065,2017-09-18,olx|mea|za|881|899,olx|mea|za|1051440445,7af857347b4784dbf43a50da2c89166a,3.0,2.0,3.0,2017-09-19,2017-09-21
1066,2017-09-05,olx|mea|za|600|887,olx|mea|za|1051251776,a53596daad2c32ac50f25497d5af6238,1.0,0.0,1.0,2017-09-18,2017-09-18
1067,2017-09-14,olx|mea|za|362|379,olx|mea|za|1051395070,2a4d5b807bb6ea9f3318893ec428051d,1.0,1.0,2.0,2017-09-14,2017-09-14
1068,2017-09-18,olx|mea|za|16|363,olx|mea|za|1051448810,ed9cee24fbfb7c6a310cd1e4e2133e99,7.0,3.0,1.0,2017-09-18,2017-09-20
1069,2017-07-24,olx|mea|za|806|808,olx|mea|za|1050670421,7a7f7dc43aa1703f7811d011a4de00ee,1.0,0.0,1.0,2017-09-16,2017-09-16
1070,2017-09-18,olx|mea|za|800|801,olx|mea|za|1051452731,9b9e8fa6d3b19977e104e76985c20215,7.0,4.0,2.0,2017-09-18,2017-09-21
1071,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051436364,23891833d77ef007893ed182f171e01a,2.0,2.0,1.0,2017-09-18,2017-09-20
1072,2017-09-05,olx|mea|za|800|912,olx|mea|za|1051244303,3613b5e9e27ef8a346fb85c88d3f8603,1.0,1.0,10.0,2017-09-17,2017-09-17
1073,2017-09-08,olx|mea|za|800|801,olx|mea|za|1051301655,341db135b137469ea0c899362d3d5c24,1.0,0.0,1.0,2017-09-17,2017-09-17
1074,2017-08-14,olx|mea|za|362|378,olx|mea|za|1050960108,3f4ff28e2acaaf3d4f71fffdbf4999af,1.0,0.0,1.0,2017-09-17,2017-09-17
1075,2017-08-02,olx|mea|za|806|807,olx|mea|za|1050808289,a27cbcb61589839fe2b646252eb81a17,1.0,1.0,1.0,2017-09-21,2017-09-21
1076,2017-09-11,olx|mea|za|811|812,olx|mea|za|1051341212,1010d9801b458f299be9f9653ebe4d07,3.0,2.0,2.0,2017-09-14,2017-09-19
1077,2017-08-13,olx|mea|za|800|801,olx|mea|za|1050951146,1b5ae12bfc5bec4beccd9f9050af4028,1.0,1.0,3.0,2017-09-17,2017-09-17
1078,2017-08-14,olx|mea|za|362|378,olx|mea|za|1050967367,44738e975eda1d5bd6a8b84a408ae898,2.0,1.0,5.0,2017-09-18,2017-09-19
1079,2017-07-07,olx|mea|za|16|363,olx|mea|za|1050407089,2739450513f5896b7d1fcb8e4bc24858,1.0,1.0,3.0,2017-09-19,2017-09-19
1080,2017-09-12,olx|mea|za|800|801,olx|mea|za|1051350783,7281a016a13e2ff768d0a9e4063c93b3,10.0,7.0,3.0,2017-09-14,2017-09-21
1081,2017-07-31,olx|mea|za|800|803,olx|mea|za|1050773313,8fd0c7cfd14356a932875d815b1bc416,1.0,0.0,1.0,2017-09-19,2017-09-19
1082,2017-07-28,olx|mea|za|806|807,olx|mea|za|1050743919,c3b6c48d2786f9c343464257ba3a96de,1.0,0.0,1.0,2017-09-19,2017-09-19
1083,2017-07-03,olx|mea|za|362|377,olx|mea|za|1050304439,aa094724b53cd731b8197c1a68b86625,1.0,1.0,1.0,2017-09-20,2017-09-20
1084,2017-09-17,olx|mea|za|806|809,olx|mea|za|1051433013,8c2e4da5b7a9081685ad28d69bec0692,4.0,1.0,1.0,2017-09-17,2017-09-20
1085,2017-09-15,olx|mea|za|800|803,olx|mea|za|1051407091,3d6ee8f82bdfbaeb6f17ff1f305aa84a,2.0,2.0,4.0,2017-09-16,2017-09-20
1086,2017-08-29,olx|mea|za|185|214,olx|mea|za|1051157940,08370e84a4072d1349a52e0e51426e08,2.0,2.0,2.0,2017-09-15,2017-09-16
1087,2017-09-20,olx|mea|za|362|378,olx|mea|za|1051496263,6380ea49cf8e77438755e09616d03529,1.0,0.0,1.0,2017-09-20,2017-09-20
1088,2017-09-18,olx|mea|za|800|805,olx|mea|za|1051455332,ce2eb9c53b1fa0514df809e6acc0dc6f,3.0,3.0,1.0,2017-09-18,2017-09-21
1089,2017-09-18,olx|mea|za|191|633,olx|mea|za|1051455646,c8c346b13b06b75f696b04d45ce291c2,1.0,1.0,3.0,2017-09-19,2017-09-19
1090,2017-09-12,olx|mea|za|800|802,olx|mea|za|1051362805,ec368155abb6fd3eed557762c8765578,1.0,0.0,1.0,2017-09-15,2017-09-15
1091,2017-08-15,olx|mea|za|362|377,olx|mea|za|1050973366,f1c0a166e49643edb709495763a7a523,1.0,1.0,1.0,2017-09-15,2017-09-15
1092,2017-08-10,olx|mea|za|811|813,olx|mea|za|1050907780,b7d78948257227007c589e2f5cb40dd6,2.0,1.0,1.0,2017-09-17,2017-09-19
1093,2017-08-21,olx|mea|za|362|379,olx|mea|za|1051059908,bf356907b9084be82b7bf25628e605a2,1.0,0.0,1.0,2017-09-18,2017-09-18
1094,2017-09-16,olx|mea|za|806|910,olx|mea|za|1051427606,b7d78948257227007c589e2f5cb40dd6,2.0,2.0,2.0,2017-09-20,2017-09-20
1095,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051400281,59202e58794f11cee2c3ffd05db5b3eb,6.0,2.0,1.0,2017-09-14,2017-09-21
1096,2017-08-31,olx|mea|za|800|801,olx|mea|za|1051187989,9c1e2448ba7e13b43e65d4914e45a975,1.0,0.0,1.0,2017-09-21,2017-09-21
1097,2017-08-28,olx|mea|za|185|211,olx|mea|za|1051144948,d8b6b8cb6a83eff2074aaf3fcf782271,1.0,1.0,2.0,2017-09-16,2017-09-16
1098,2017-07-18,olx|mea|za|362|417,olx|mea|za|1050585214,3eab1f173ab363b784cb2c6f473196ed,1.0,0.0,1.0,2017-09-19,2017-09-19
1099,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051418528,437f5986cd8cda25264c4ac8fb46265f,13.0,13.0,5.0,2017-09-15,2017-09-21
1100,2017-09-17,olx|mea|za|362|377,olx|mea|za|1051431705,e633f08977f34530d625d469d133ae75,3.0,3.0,2.0,2017-09-17,2017-09-18
1101,2017-09-05,olx|mea|za|881|899,olx|mea|za|1051248621,7862fc7f361d4e66b1071dd2479d960f,1.0,1.0,7.0,2017-09-14,2017-09-14
1102,2017-08-27,olx|mea|za|800|805,olx|mea|za|1051131377,971ea00718531f25c6677851b0114b93,1.0,1.0,4.0,2017-09-20,2017-09-20
1103,2017-09-06,olx|mea|za|362|417,olx|mea|za|1051261821,42bcfbb14090a4fdfb47487dd2e3644d,1.0,0.0,1.0,2017-09-21,2017-09-21
1104,2017-08-29,olx|mea|za|362|378,olx|mea|za|1051157376,e2143b12d2764b062744da5ae0c463f1,4.0,4.0,5.0,2017-09-16,2017-09-21
1105,2017-09-17,olx|mea|za|800|803,olx|mea|za|1051431265,09bc0d912d484407b48a0c2e7b670ef1,2.0,2.0,4.0,2017-09-17,2017-09-17
1106,2017-08-31,olx|mea|za|600|602,olx|mea|za|1051195407,286a94dd67eee7407b516ecf3953b5c0,1.0,1.0,1.0,2017-09-15,2017-09-15
1107,2017-09-18,olx|mea|za|362|378,olx|mea|za|1051450831,e12b819b9f3d081222dc7ecfdd1dab3b,2.0,0.0,1.0,2017-09-18,2017-09-21
1108,2017-09-12,olx|mea|za|600|604,olx|mea|za|1051362861,a9725a387bad31b7ae5a2a16f478d58f,9.0,8.0,1.0,2017-09-15,2017-09-20
1109,2017-07-03,olx|mea|za|800|801,olx|mea|za|1050306069,60b565578c60f6330c578e3a38e27d5d,1.0,0.0,2.0,2017-09-20,2017-09-20
1110,2017-08-22,olx|mea|za|800|801,olx|mea|za|1051076017,e8929a749e32c1a281b6b1b42c7b9f99,4.0,0.0,1.0,2017-09-14,2017-09-18
1111,2017-07-05,olx|mea|za|806|807,olx|mea|za|1050343127,b68629f2522af717f226dedb66a75002,1.0,0.0,1.0,2017-09-14,2017-09-14
1112,2017-08-08,olx|mea|za|881|899,olx|mea|za|1050876502,f2d50894ee12b5b7e6c62b7dff2e2df8,2.0,2.0,2.0,2017-09-16,2017-09-18
1113,2017-09-06,olx|mea|za|800|803,olx|mea|za|1051266898,9780228b48de536e2229e65bf35ac1be,1.0,0.0,1.0,2017-09-15,2017-09-15
1114,2017-08-25,olx|mea|za|806|910,olx|mea|za|1051110968,7205dc38a060b2adc6032ae6b82a9c90,1.0,0.0,1.0,2017-09-21,2017-09-21
1115,2017-09-14,olx|mea|za|800|805,olx|mea|za|1051405502,221104282e82a61f524646c3ed841bbd,7.0,7.0,4.0,2017-09-15,2017-09-16
1116,2017-07-22,olx|mea|za|806|808,olx|mea|za|1050648670,1d0747027d63f73778b54ffc59f9b32c,1.0,0.0,1.0,2017-09-18,2017-09-18
1117,2017-09-17,olx|mea|za|806|808,olx|mea|za|1051433295,90e8a828117d80a37cc2954252a4aa17,1.0,1.0,2.0,2017-09-18,2017-09-18
1118,2017-09-11,olx|mea|za|362|378,olx|mea|za|1051343172,3a952258592a2e9039f93ee9ed861502,1.0,1.0,2.0,2017-09-17,2017-09-17
1119,2017-09-03,olx|mea|za|362|378,olx|mea|za|1051226269,303e283325bda106322c177c770ebad8,3.0,2.0,2.0,2017-09-15,2017-09-18
1120,2017-09-18,olx|mea|za|362|377,olx|mea|za|1051455886,081113dc2f09cef28a4709efd8ab7f63,1.0,0.0,1.0,2017-09-19,2017-09-19
1121,2017-09-03,olx|mea|za|815|817,olx|mea|za|1051227346,fad13aed43bbb57251778e902ec5db97,2.0,0.0,1.0,2017-09-17,2017-09-17
1122,2017-09-05,olx|mea|za|362|378,olx|mea|za|1051250907,c1a019d434f3cac54ef5597a160a66ad,1.0,1.0,1.0,2017-09-14,2017-09-14
1123,2017-09-19,olx|mea|za|362|377,olx|mea|za|1051464903,2d5d7a35603c787e1cd4bc6fdd184dd9,1.0,1.0,7.0,2017-09-19,2017-09-19
1124,2017-09-08,olx|mea|za|800|805,olx|mea|za|1051307809,3e35cc784bd47a60d4dbc1255ca4168a,1.0,1.0,51.0,2017-09-20,2017-09-20
1125,2017-07-04,olx|mea|za|806|807,olx|mea|za|1050319411,1409c45c1b60cdcb52b9343359b49ac2,1.0,0.0,1.0,2017-09-17,2017-09-17
1126,2017-08-31,olx|mea|za|362|377,olx|mea|za|1051193142,4e0942d660b24339fc98d35a3d85a1e6,1.0,1.0,3.0,2017-09-19,2017-09-19
1127,2017-09-06,olx|mea|za|806|807,olx|mea|za|1051274481,74f92ec3d329b088feb4c5cc6f3cf226,1.0,1.0,4.0,2017-09-21,2017-09-21
1128,2017-09-07,olx|mea|za|362|378,olx|mea|za|1051285285,488f643d6dc242eff34c7e4bc0e171e0,1.0,0.0,1.0,2017-09-14,2017-09-14
1129,2017-08-25,olx|mea|za|362|378,olx|mea|za|1051109996,87575b7933644528db4ce65b3a46fc36,1.0,0.0,1.0,2017-09-16,2017-09-16
1130,2017-08-18,olx|mea|za|881|899,olx|mea|za|1051015418,ddf199fb99e600d1a584505228579f09,1.0,0.0,1.0,2017-09-20,2017-09-20
1131,2017-09-12,olx|mea|za|362|377,olx|mea|za|1051356982,85db6abe46660393c17a8a47a1c9ca78,1.0,1.0,7.0,2017-09-16,2017-09-16
